ID,VisaType,VisaEntry,Consulate,Major,Status,CheckDate,CompleteDate,WaitingDays,Comments
NaNalRa,F1,New,ShangHai,Electrical Engineering,Clear,2016-05-05,2016-06-01,27,"EE Phd

Interview: 5th, May
First Update: 5th, May
Second Update: 31st, May
Issue: 1st, Jun

Bless All! Good luck"
xiaoyue,F1,Renewal,BeiJing,Chemistry,Clear,2016-05-05,2016-05-23,18,
yulianzeng,B2,New,ChengDu,Industrial Engineering,Clear,2016-05-05,2016-05-25,20,"05/05 first update
05/24 second update
05/25 issued"
anyone,B1,New,ShangHai,Systems Engineering,Clear,2016-05-05,2016-05-24,19,"2016.4.29 INTERVIEW
2016.5.4 FIRST TIME UPDATE
2016.5.5 UPDATE
2016.5.24 issued

CAN NOT CHECK THE PASSPORT STATUS."
winniecow,H1,New,ChengDu,ECE,Clear,2016-05-05,2016-06-14,40,"AA005QA0I4
VO asked to submit resume as additional document
First Update: 05/05
Second Update: 05/13
Third Update: 06/13 (still in AP)
Issued: 06/14

Good Luck everyone!"
alice,F1,New,ShangHai,chemistry,Clear,2016-05-05,2016-06-06,32,actual check starts from 05/10/2016 to 06/06/2016
liufangjing,J1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-05,2016-05-31,26,"Create date: 2016-05-05
Update date: 2016-05-27
Issued date: 2016-05-31"
benoit,F1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-06,2016-05-26,20,"Case creation: May 6
First update: May 6
Second update: May 26
Issed: May 26"
happywind,B1,New,BeiJing,Computer Science,Pending,2016-05-06,,1052,
qingjiao,J1,New,ShangHai,biochem and mol bio,Clear,2016-05-06,2016-05-26,20,"Got 1- year B1/B2 visa last year with 23- day administrative processing.
I am checked again for this J1 visa. After coming out of the consulate, I found the male VO wrote that I am subject to 212e.
However, I will be sponsored by the university, rather than the government.
QUITE CONFUSED AND UPSET!!!

Case Creation Date:	05-May-2016
Status Updated Date:	06-May-2016
Status Updated Date:	26-May-2016 Issued
"
gr820406,B1,New,ShangHai,Educational Technology,Pending,2016-05-06,,1052,
miraclelike,F1,New,BeiJing,Biological Science,Clear,2016-05-06,2016-06-03,28,
oncepubsub,J1,New,HongKong,Computer Science,Clear,2016-05-06,2016-05-25,19,"created on May 5;
1st update on May 6;
received an email to submit passport on May 23 (10:00am), and submit my passport on May 24(2:00pm);
2nd update on May 24;
Issued on May 25 (9:00am), ready to pick up (2:00pm) on May 25.

Good luck!"
CHAOER,B1,New,BeiJing,Chemistry,Clear,2016-05-06,2016-06-01,26,
AA005S1TO2,F1,Renewal,ShangHai,EE,Clear,2016-05-06,2016-05-09,3,"Case Creation Date:	05-May-2016
Status Updated Date: 06-May-2016"
pennsylvania,F1,Renewal,BeiJing,MSE,Clear,2016-05-06,2016-06-02,27,
yizaitianyu,F1,New,ShangHai,ECE,Clear,2016-05-06,2016-05-25,19,
TTM,B2,New,ShangHai,Computer Science,Pending,2016-05-06,,1052,
blueingel,J1,New,Europe,Environmental Engineering,Clear,2016-05-06,2016-09-23,140,"Case create 4.7
Interview 5.6
last update 5.6

Dear Sir:
Thank you for your e-mail concerning  your visa application.
Please be informed that your application is still undergoing administrative processing as per State Department regulations, with timelines unfortunately beyond Embassy control and that cannot be shortened. 
Sincerely,
Public Inquiries
Visa Services
U.S Embassy Paris"
xxxx,J1,New,BeiJing,Bioinfo,Clear,2016-05-06,2016-06-07,32,"Case created: 2016-5-6
First update: 2016-5-9
Second update: 2016-6-6
Issued: 2016-6-7

Waiting for delivery.

"
leolei,B1,New,ShangHai,System Engineering,Clear,2016-05-07,2016-05-31,24,"4.27 interview;  221g and requiring adding materials
4.28 first update AP
4.29 send the required material (CV, Schedule etc.)to embassy
5.7 second update AP
5.26 still AP ,no update (conference day is on 4th, June, blessing to get the visa timely)
5.27 still AP, status updated (hoping to be issued soon, good luck and blessing)
5.31 3rd updated, issued (fly time this Saturday ,really luck ,good luck every checkee)

Passport status can not be traced"
XL,F1,Renewal,MexicoCity,ECE,Pending,2016-05-09,,1049,
baoerbaoer2,F1,New,BeiJing,Biostatistics,Clear,2016-05-09,2016-05-31,22,"Case created 5/6
Interview date and update date 5/9 AP
Second update date 5/27 still AP status 
Issued date 5/31 "
ygxy,F1,Renewal,BeiJing,Meterology,Clear,2016-05-09,2016-06-01,23,
aa005,F1,New,BeiJing,N/A,Clear,2016-05-09,2016-06-06,28,"1st update： 5.9
2nd update：6.3
issued：6.6"
valiant123,H1,New,Europe,Computer Science,Clear,2016-05-09,2016-06-01,23,
0718200,F1,New,ShangHai,Computer Science,Clear,2016-05-09,2016-06-03,25,"Case Creation Date:	06-May-2016
Status Updated Date:	09-May-2016 Interview day, AP
Status Updated Date:	02-Jun-2016 AP
Status Updated Date:	03-Jun-2016 Issued

Wish everyone good luck..."
haitengjiang,H1,New,ShangHai,Biomedical Engineering ,Clear,2016-05-09,2016-06-13,35,"VO asked to submit research plan and source of funding.
9   May            visa appointment  
16  May            first update 
10  June (Friday)  second update  
13  June            issued

Good luck for everyone!"
AA005Y734M,B2,New,GuangZhou,N/A,Pending,2016-05-09,,1049,
Philip0116,F1,New,BeiJing,EE,Clear,2016-05-09,2016-06-03,25,"First update: 6.2
"
king,B1,New,BeiJing,Computer Science,Clear,2016-05-09,2016-07-19,71,
AA005W16LY,B1,New,BeiJing,chemical engineering and ,Pending,2016-05-09,,1049,
xyp,F1,New,GuangZhou,bioinformatics,Clear,2016-05-10,2016-05-31,21,
jeff,F1,Renewal,ShangHai,Food Science and Human Nu,Clear,2016-05-10,2016-07-20,71,"Still AP  6.16  
First update 7/19
Issued 7/20
F_cking long"
Tiantong,F1,Renewal,ShangHai,EE,Clear,2016-05-10,2016-05-31,21,"Ph.D visa renew, changing degree from MS program to PhD
Took 13 weekdays to issue,
Total 21 days, including one national holiday.

Good luck =)"
aa005vaotg,F1,New,BeiJing,CS,Clear,2016-05-10,2016-06-08,29,"5.9 checked 
5.10 1st updated
6.6 2nd updated
6.8 issued"
linjr,F1,New,ShangHai,Chemistry,Pending,2016-05-10,,1048,
xiuhaning,F1,New,ShangHai,Engineering,Clear,2016-05-10,2016-06-01,22,"May 9th: case created
May 10th: 1st updated
May 31th: 2nd updated
June 1st: issued"
sml,B1,Renewal,ShangHai,N/A,Clear,2016-05-10,2016-05-27,17,"case creation date: May 9, 2016
interview date: May 10, 2016
check date: May 10, 2016
Visa Officer gave green note, passing the interview, not request any further documents, and then AP
Issue date: May 27, 2016
May 31, 2016: cannot trace passport
June 1, 2016: get passport from CITIC BANK, 10 year visa"
xiaofeng,B2,New,BeiJing,Bio-Medical Engineering,Clear,2016-05-10,2016-05-31,21,"Case Creation Date:	09-May-2016
Status Updated Date:	27-May-2016
Status Updated Date:	31-May-2016 Issued"
Shellery,F1,Renewal,ShangHai,Biomedical Engineering,Clear,2016-05-10,2016-05-31,21,"Case creation 5-09
First update 5-11
Second update 5-27
issued 5-31 12:00pm"
zhuJD,J1,New,ShangHai,N/A,Clear,2016-05-10,2016-06-07,28,"interview 5.10
submit CV of the adviser 5.11
the first update 5.13
the second update 6.6
issued 6.7"
demonfire,F1,Renewal,BeiJing,Materials Science,Pending,2016-05-10,,1048,SHIT. 3rd application 3rd check. I wonder how the mentis check procedure works????
tea spoon,H1,New,BeiJing,Mechanical Eng,Clear,2016-05-10,2016-06-06,27,
yjbuaa,L1,New,BeiJing,CS,Clear,2016-05-10,2016-06-08,29,"5-10 AP
6-6 update AP
6-8 update Issued"
melonie,F1,Renewal,BeiJing,biochemistry,Clear,2016-05-10,2016-08-01,83,"7.21 first update
8.1 issued"
AA005OIXCO,F1,Renewal,BeiJing,ME,Clear,2016-05-10,2016-07-14,65,
HLL,F1,Renewal,BeiJing,MSE,Pending,2016-05-10,,1048,
wc,B1,New,GuangZhou,cs,Pending,2016-05-11,,1047,
sunnyszy,J1,New,ShangHai,Computer Science,Clear,2016-05-11,2016-05-31,20,
zj_timey,F1,New,ShangHai,Computer Engineering,Clear,2016-05-11,2016-06-07,27,
yingxinxin,B2,New,ShangHai,N/A,Clear,2016-05-11,2016-05-31,20,"Case Creation Date:10-May-2016 
Status Updated Date:11-May-2016 
Status Updated Date: 27-May-2016
Issued:  31-May-2016

5.27 There is no status update available for the passport number submitted"
AA005W0S7U,B2,New,ShangHai,chemistry,Pending,2016-05-11,,1047,
racoxu,B2,New,BeiJing,Electronic Information,Clear,2016-05-11,2016-06-04,24,"check date: 5/11
update status:6/1
issued: 6/2
received passport: 6/3
"
AA005WXXMW,F1,New,BeiJing,N/A,Clear,2016-05-11,2016-06-22,42,
AA005X35MS,B1,New,BeiJing,Bioinformatics,Clear,2016-05-11,2016-06-16,36,
AA005X3AA8,F1,New,BeiJing,Chemistry,Clear,2016-05-11,2016-07-19,69,"5.10 case created
5.11 first update
7.18 second update
7.19 issued"
hy_nut@163.com,F1,New,BeiJing,chemical engineering,Clear,2016-05-11,2016-07-19,69,"interviewed on 5.11, first update on 7.18, issued on 7.19

All checkee can get your visas~"
NoraZ,F1,New,BeiJing,EE,Clear,2016-05-12,2016-07-19,68,終於等到你~
xiaowovicky,F1,New,BeiJing,software engineering,Clear,2016-05-12,2016-07-29,78,
buaa,B1,New,BeiJing,CS,Clear,2016-05-12,2016-06-17,36,"Application ID or Case Number:	AA005X5NVA
Case Creation Date:	11-May-2016
Status Updated Date:	12-May-2016
要求补充材料，简历，行程单等。
Status Updated Date:	13-Jun-2016
ISSUED:                 16-Jun-2016"
WongYM,F1,New,ChengDu,Computer Science,Clear,2016-05-12,2016-05-31,19,"1st update: 12 MAY 2016
2nd update: 27 MAY 2016
3rd update: 31 MAY 2016 -- ISSUED"
sir1209,J1,New,BeiJing,MSE,Clear,2016-05-12,2016-06-15,34,"Case Creation Date:  11-May-2016
Check on  12-May-2016,Submit documents via email on the same day
   1st Updated Date:  12-May-2016
2nd Updated Date: 14-Jun-2016
Issued 15-Jun-2016"
 AA005Y1T5U,B1,New,Others,Optics,Clear,2016-05-12,2016-08-02,82,
loki,F1,New,ShangHai,biostatistics,Clear,2016-05-12,2016-06-14,33,
xuxiaoxu,F1,New,ShenYang,Biomedical Engineering,Clear,2016-05-12,2016-05-31,19,
wwang72,F1,New,BeiJing,Electrical Engineering,Clear,2016-05-12,2016-07-19,68,"5.11 create
5.12 interviewed+update 1
7.18 update 2
7.19 issued"
wnbaicai,F1,New,ChengDu,CS,Clear,2016-05-12,2016-06-07,26,"Case Creation: 5-11
Interview: 5-12
First Update: 5-12
Second Update: 6-3
Issued: 6-7"
PE0884636,B1,New,GuangZhou,N/A,Pending,2016-05-12,,1046,
AA005XMBRM,J1,New,GuangZhou,N/A,Clear,2016-05-12,2016-06-06,25,
AA005VPH4U,F1,Renewal,BeiJing,Chemistry,Clear,2016-05-12,2016-06-08,27,"2016-05-12 first update
2016-06-07 second update
2016-06-08 issued
"
Baomihua,F1,New,ChengDu,Pharmacy,Clear,2016-05-12,2016-07-19,68,
Junpeng,J1,New,ShangHai,Mechanical Engineering,Pending,2016-05-12,,1046,
AA005SKU**,F1,New,BeiJing,EE,Clear,2016-05-12,2016-07-19,68,
Baomihua,F1,Renewal,ChengDu,Pharmacy,Clear,2016-05-12,2016-07-19,68,
AA005XCDRE,B1,New,ChengDu,N/A,Pending,2016-05-13,,1045,
Kathy,F1,New,ChengDu,CE,Clear,2016-05-13,2016-06-03,21,"1st update: 13 MAY 2016 
2nd update: 2 JUNE 2016 
3rd update: 3 JUNE 2016 -- ISSUED"
AA005WC0Q6,F1,New,BeiJing,CS,Clear,2016-05-13,2016-05-24,11,补充CV
ninatan,F1,New,BeiJing,Plant Genetics and Plant ,Clear,2016-05-13,2016-06-07,25,
YAN,F1,New,ShangHai,Chemical Engineering,Clear,2016-05-13,2016-07-21,69,"2016-7-20 updated
2016-7-21  issued"
HXZ,F1,New,BeiJing,Chemistry,Clear,2016-05-13,2016-06-08,26,"05-12 first update
06-07 second update
06-08 clear"
Moga,F1,Renewal,ShangHai,Chemistry,Clear,2016-05-13,2016-06-07,25,"5/13 check
6/6 update
6/7 issue"
London,J1,New,Europe,EE,Clear,2016-05-13,2016-07-29,77,"Application centre is in london.
No status update since May 13."
stream3141,F1,Renewal,ShangHai,Applied Physics,Clear,2016-05-13,2016-07-19,67,"first update: 7/18/2016 (still AP)
issued: 7/19/2016"
112233,B1,New,HongKong,EE,Pending,2016-05-13,,1045,
zkz,F1,New,BeiJing,Biomedical Engineering,Clear,2016-05-13,2016-07-21,69,clear
rc,H1,Renewal,BeiJing,Math,Clear,2016-05-13,2016-07-19,67,
AA005YMJ6W,B1,New,ShangHai,CS,Clear,2016-05-16,2016-06-06,21,
cnxhk,F1,New,GuangZhou,EE,Clear,2016-05-16,2016-08-20,96,
379396758,F1,New,ShenYang,Chemical Engineering,Clear,2016-05-16,2016-06-07,22,
magic,H4,New,BeiJing,physics,Pending,2016-05-16,,1042,"VO said three and a half week later, my visa will be ready.
Bless!"
jocelyn731,F1,New,ShangHai,CS,Clear,2016-05-16,2016-06-07,22,"06/06 update
06/07 ISSUED
GOOD LUCK TO EVERYONE"
xixixixxi,B1,New,BeiJing,N/A,Pending,2016-05-16,,1042,
xiaolu,F1,Renewal,BeiJing,Chemical Engineering ,Clear,2016-05-16,2016-06-10,25,F1 in OPT ext. Good luck everyone~
56,B1,New,BeiJing,Computer Science,Clear,2016-05-16,2016-06-07,22,"Created 05-16
First update 06-06
Issued 06-07"
lsloneil,J1,New,ShangHai,Chemistry,Clear,2016-05-16,2016-06-07,22,
mmq1224,F1,New,ShenYang,Biology,Clear,2016-05-16,2016-06-06,21,
luke211,F1,Renewal,ShangHai,Electrical Engineering,Clear,2016-05-16,2016-06-08,23,
jefftang,F1,Renewal,ShangHai,Physics,Clear,2016-05-16,2016-06-06,21,"6/3 AP status updated
6/6 issued"
lqalyy,F1,Renewal,BeiJing,EE,Pending,2016-05-16,,1042,"Jun3 update
Jun6 update"
 fengdi,F1,Renewal,ShangHai,EE,Pending,2016-05-16,,1042,
worm77,F1,Renewal,ShangHai,EE,Clear,2016-05-16,2016-06-07,22,"Case Creation Date:	13-May-2016
Interview Date:               16-Mat-2016
Status Updated Date:	06-Jun-2016
Fingers crossed...
Issued... but I missed my flight...
Good luck!"
kimiyoung,F1,Renewal,GuangZhou,Artificial Intelligence,Clear,2016-05-16,2016-06-08,23,"May 17, supplementary materials.
Jun 7, AP status updated.
Jun 8, issued."
shiyi_lee,J1,New,BeiJing,Management science and en,Pending,2016-05-16,,1042,
jeff,H1,Renewal,GuangZhou,Biomedical Engineering,Clear,2016-05-16,2016-06-13,28,
Deng,F1,Renewal,Ottawa,Geology,Clear,2016-05-16,2016-06-10,25,
AA005YB07K,F1,New,BeiJing,Physics,Clear,2016-05-16,2016-06-24,39,Required additional materials
detectivelyw,F1,Renewal,BeiJing,Computer Science,Clear,2016-05-16,2016-07-19,64,
zzzzzzzi,H1,Renewal,ShangHai,Accounting,Clear,2016-05-16,2016-05-24,8,"AP 5/16-5/24
Issued 5/24"
MovinSnail,F1,New,ShenYang,ECE,Clear,2016-05-16,2016-06-07,22,"Case Created:	16-May-2016
Case Last Updated:	07-Jun-2016

"
yingqiu,B1,Renewal,ShangHai,Neuroscience,Clear,2016-05-17,2016-06-15,29,"May 17th interview at Shanghai.
Additional materials are required.
Case created date 16 MAY
First update 17 MAY
Second update 24 MAY
Third update 14 JUN
Issued 15 JUN

"
shaodog,B1,New,ShangHai,Optics,Clear,2016-05-17,2016-06-15,29,"Got check in every application.
Case Creation Date:	16-May-2016
Status Updated Date:	17-May-2016
Issued Date:	15-Jun-2016"
dabaixiong,F1,Renewal,BeiJing,EE,Clear,2016-05-17,2016-06-07,21,
yzy940314,F1,New,ShangHai,CS,Pending,2016-05-17,,1041,
at09,F1,Renewal,BeiJing,Chemistry,Clear,2016-05-17,2016-06-13,27,
za11ck,B1,New,BeiJing,Environment science,Clear,2016-05-17,2016-06-07,21,"Case Creation Date: 16-May-2016 
Status Updated Date: 17-May-2016 
Status Updated Date: 06-Jun-2016 
Issued: 07-Jun-2016 

Good luck to every checkees!"
AA005WWX0K,B1,New,BeiJing,Microbiology,Clear,2016-05-17,2016-06-14,28,"Case Creation Date:	16-May-2016
Status Updated Date:	17-May-2016
1st update 10-Jun
2nd update 13-Jun
Issued 14-Jun

Ranbingluan~Missed the business trip which should be take in 7-Jun."
dbjjnyq,F1,New,ChengDu,electrical engineering,Pending,2016-05-17,,1041,
AA005USQ4G,F1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-17,2016-06-07,21,"5.9 interview (need to send admission letter)
5.10 first update
5.17 second update (receive my documents)
6.06 third update (hope to be issued soon)
6.07 issued (hope to get the passport soon)
Good Luck, everyone! "
wyy1991,H1,New,ShangHai,Computer science,Clear,2016-05-17,2016-06-13,27,
yiyitang,F1,Renewal,GuangZhou,biochemistry molecular bi,Clear,2016-05-17,2016-06-02,16,"两次签证两次被CHECK 
生化专业
2013年第一次F1 被CHECK 7周多，直接错过了开学两周的课程
这一次 F1RENEWAL 因为太久没见家人 且想回去计划博转硕暑期毕业，之后OPT出行会更受限, 冒着被CHECK的风险还是毅然决然回来续签了
果然被CHECK 
21天等待，6月1日第二次UPDATE 6月2日ISSUED， 签证还没有签发
机票中途改签。

签证被CHECK，其中各种滋味只有经历过的人才能体会。

祝还在等待的诸位好运咯~！大家学业顺利 ： ）））"
AA005V0EP8,B1,New,BeiJing,CS,Clear,2016-05-17,2016-07-19,63,
kang205,F1,New,ShangHai,CS,Clear,2016-05-17,2016-08-09,84,
zxiaoyao,H1,New,ShangHai,Physics,Clear,2016-05-17,2016-06-13,27,
vidaza,J1,New,ShangHai,Biology,Clear,2016-05-17,2016-06-14,28,
AA005SE7XG,F1,Renewal,BeiJing,CS,Clear,2016-05-17,2016-07-19,63,
woheshamo,F1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-17,2016-07-20,64,
AA005V0EP8,B1,Renewal,BeiJing,CS,Clear,2016-05-17,2016-07-19,63,被check 整整两个月，期间什么消息也没有，18号二次更新，19号就过了。。
ukcarlos,B1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-18,2016-06-14,27,
Ender117,F1,Renewal,GuangZhou,Materials Engineering,Clear,2016-05-18,2016-06-14,27,"Declined mail-in application. Take my Resume and study plan during interview. No questions asked

AP update:May 18
AP update2:Jun 10
AP update3:Jun 13
emailed the consulate about my case, they said my AP is cleared but still needs one more week to be printed

Issued：Jun 14

Wish to get my passport soon"
AA005YHS3C,J1,New,BeiJing,Biology,Clear,2016-05-18,2016-06-16,29,
xyz2333,J1,New,ShangHai,Materials Science,Clear,2016-05-18,2016-06-13,26,"Case Creation Date:	17-May-2016
First Update:	18-May-2016
Second Update:	10-Jun-2016
Issued  Date:	13-Jun-2016
Good luck to everyone!"
michelle,F1,New,ShangHai,environmental health,Clear,2016-05-18,2016-07-14,57,
ft3303692,F1,Renewal,GuangZhou,ME,Clear,2016-05-18,2016-06-13,26,
Halcyon,B1,New,BeiJing,CS,Clear,2016-05-18,2016-06-10,23,"Case Creation Date:	18-May-2016
Status Updated Date:	19-May-2016
Status Updated Date:	08-Jun-2016
Issued:                 10-Jun-2016"
DHL,B1,New,BeiJing,Mechanics,Pending,2016-05-18,,1040,
E78242480,B1,New,BeiJing,N/A,Pending,2016-05-19,,1039,
buxingzhe200,B1,Renewal,BeiJing,N/A,Pending,2016-05-19,,1039,
lhpaul,F1,New,ShangHai,Computer Science,Clear,2016-05-19,2016-06-08,20,"Case Created: 2016-05-17
First Update: 2016-05-19
Second Update: 2016-06-07, hoping that it will be issued tomorrow.
Issued: 2016-06-08, hoping to get my passport soon.

Wish all checkers good luck!
If you have any questions that I can help, please contact me by sending emails to ssddsg@163.com.
"
LETHEBEST,F1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-19,2016-05-24,5,"Case Creation Date:	19-May-2016 
Status Updated Date:	19-May-2016   AP

Status Updated Date:	20-May-2016   AP
Status Updated Date:	24-May-2016   ISSUED

Was checked before. That definitely helps this time."
lucien,J1,New,ShangHai,clinical medicine,Clear,2016-05-19,2016-06-13,25,"case created on may 12
1st update on may 19
2nd update:10 June
issued:13 June"
chziha,F1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-19,2016-06-13,25,
lkc,J1,New,BeiJing,CS (Check for SEVIS fee),Clear,2016-05-19,2016-06-06,18,
angeline,F1,Renewal,ShangHai,Cell biology,Clear,2016-05-19,2016-06-13,25,
jessica,F1,New,BeiJing,CS MS,Clear,2016-05-19,2016-06-13,25,
jjy1994,F1,New,ShangHai,ECE,Clear,2016-05-19,2016-06-14,26,
XIAOZZXI,F1,Renewal,ChengDu,CELL BIO,Clear,2016-05-20,2016-06-10,21,"Interviewed May 18
first update May 20
Second update Jun 8
Issued Jun 10
Ready for pick up TBD"
vipamol,F1,Renewal,BeiJing,ME,Clear,2016-05-20,2016-06-20,31,"Renewal
PhD
changed advisor.
updated 6/17
Issued 6/20"
Mumumiumiu,F1,New,BeiJing,Electrical Engineering,Clear,2016-05-20,2016-06-15,26,"Case Creation Date:	19-May-2016
Status Updated Date:	14-Jun-2016
Issue：	                15-Jun-2016"
madison,F1,Renewal,ShangHai,chemistry,Clear,2016-05-20,2016-06-14,25,
hncdjsj,J1,New,BeiJing,CS,Clear,2016-05-20,2016-06-13,24,"10 June  update 
13 June issued 
"
poppy,B2,New,ChengDu,communication and informa,Pending,2016-05-20,,1038,"10/6 first update
21/6 second update
7/7 third update"
gettingthere,F1,New,BeiJing,ECE,Clear,2016-05-20,2016-08-09,81,
AA005XHJAO,F1,New,ShenYang,EE,Clear,2016-05-23,2016-06-13,21,
AA005YZJX6,F1,New,GuangZhou,computer science,Clear,2016-05-23,2016-06-13,21,
AA0060BIS8,F1,Renewal,ShenYang,Chemical Engineering,Clear,2016-05-23,2016-06-13,21,
clown314,F1,New,ShangHai,Computer Science,Pending,2016-05-23,,1035,
zdw,J1,New,ShangHai,Materials,Clear,2016-05-23,2016-06-16,24,"second update  2016-06-15
issue          2016-06-16"
Khaos,F1,New,BeiJing,Optical Science,Clear,2016-05-23,2016-06-16,24,
littleben,F1,Renewal,ShangHai,Chemical Engineering,Clear,2016-05-23,2016-06-13,21,"5-23 interview, check and first update-AP
6-10 second update-AP
6-13 issued
6-15 received email for passport pickup at Shanghai Taifu 
6-19 flight...

Good luck everyone!"
Saberlion,F1,New,ShangHai,Biomedicine,Clear,2016-05-23,2016-06-21,29,
iHateBeingCheck,L1,Renewal,ShangHai,Biology,Clear,2016-05-23,2016-06-21,29,"2016-5-24: Interview

2016-6-17: update on AP

2016-6-21: issued

Good luck"
GTX,J1,Renewal,Others,Computer Science,Clear,2016-05-23,2016-06-23,31,
corn,F1,New,ShangHai,EE,Clear,2016-05-23,2016-06-22,30,"2016.5.23 Visa Interview

2016.6.21 Status Updated

2016.6.22 Issued

"
JessTurquoise,J1,New,BeiJing,Medicinal Chemistry,Clear,2016-05-23,2016-06-24,32,
cnnblike,F1,New,ShangHai,Computer Science,Clear,2016-05-24,2016-06-24,31,
jimhj,B1,New,BeiJing,CS,Clear,2016-05-24,2016-05-25,1,"23rd May 面签，VO: Approved，发了蓝条
24th May: 电话告知补充邀请函和简历
25th May: Issued"
Luffy,F1,New,BeiJing,Materials Science,Clear,2016-05-24,2016-06-14,21,
AA005YT5GQ,B2,New,BeiJing,N/A,Clear,2016-05-24,2016-06-23,30,"First update: 5/24
Second update: 6/22 
Issued: 6/23"
160524check,F1,Renewal,BeiJing,Computer Science,Clear,2016-05-24,2016-06-15,22,
zcx7792,J1,New,ChengDu,Immunology,Clear,2016-05-24,2016-06-24,31,"6-23 update
6-24 issued"
明月,F1,Renewal,ChengDu,ECE,Clear,2016-05-24,2016-06-20,27,
chaomq,B1,New,Others,Animal Science,Clear,2016-05-24,2016-06-20,27,"may-23 apply
may-24 update
Jun-13 AP complete and receive email from emberssy, they ask me mail the passport to embersy
Jun-14 mail the passport to Seoul
Jun-15 passport delivery completion
Jun-20 update ISSUEED
Jun-20 passport was collected from embersy by post office."
JohnYork,F1,Renewal,BeiJing,Materials Science,Clear,2016-05-24,2016-06-14,21,
quietsmile,B1,Renewal,BeiJing,Computer Science,Pending,2016-05-24,,1034,
ckz,B1,New,Others,chemistry,Pending,2016-05-24,,1034,
AA005Z3JVS,B1,New,ShangHai,Microelectronics,Clear,2016-05-24,2016-06-16,23,"interview 5-17
AP update 5-24
AP second update 6-15
issued 6-16"
litchi888,H1,Renewal,ShangHai,CS,Clear,2016-05-24,2016-07-27,64,"nal_detail.php?casenum=811521"" is="""" june="""" ready""="""" said="""" since="""" still="""" target=""_blank"" the="""" title=""Status stayed on "" under="""
yiyi,F1,New,BeiJing,chem,Clear,2016-05-24,2016-06-20,27,
TruthS,L1,Renewal,BeiJing,N/A,Clear,2016-05-24,2016-06-20,27,"May 24- AP
Jun 17 Update - AP
Jun 20 Update - Issued"
sunshine9700,F1,New,BeiJing,Chemical Engineering,Clear,2016-05-24,2016-06-17,24,
葫芦娃,F1,Renewal,GuangZhou,chemistry,Clear,2016-05-25,2016-06-17,23,
armstronglinda,J1,New,ShangHai,Basic medicine,Clear,2016-05-25,2016-06-15,21,"2016/6/14 update
2016/6/15 issue
good luck"
fly_girl,F1,New,ShangHai,biomedical engineering,Clear,2016-05-25,2016-06-13,19,
wxy120330,F1,Renewal,ChengDu,Computer Engineering,Clear,2016-05-25,2016-05-31,6,"AA005XV2QW
面签时间是5月25。4次签证，4次 check。

Case Creation Date:	 24-May-2016
Status Updated Date: 25-May-2016
Status Updated Date: 27-May-2016
Issued : 31-May-2016 
Still got one year visa. Hope to see you next year. 
Good luck!"
FJ,B1,New,ChengDu,Phy,Clear,2016-05-25,2016-06-14,20,"Case Creation Date: 24-May-2016 
Status Updated Date: 25-May-2016
Second Updated Date: 13-Jun-2016 
Issued: 14-Jun-2016"
sssssky,J1,New,BeiJing,chemistry,Clear,2016-05-25,2016-06-16,22,
AA005ZK53C,B1,New,GuangZhou,Pharmaceutical,Clear,2016-05-25,2016-06-20,26,
archang,F1,New,BeiJing,Computer Science,Clear,2016-05-26,2016-06-16,21,"Case Creation Date:	25-May-2016
Status Updated Date (1st):	26-May-2016
Status Updated Date (2nd):	16-Jun-2016
Issued!"
cissy,F1,New,ShangHai,computer science,Clear,2016-05-26,2016-06-17,22,"Case Creation Date:	25-May-2016
Status Updated Date:	26-May-2016
Status Updated Date:	16-Jun-2016
Status Updated Date:	17-Jun-2016  (clear!)"
aeolos,B1,New,ShenYang,Material Science,Clear,2016-05-26,2016-06-14,19,"Application ID or Case Number: 	AA0060CCVA
Case Creation Date: 	24-May-2016
Status Updated Date: 	26-May-2016
Second Updated Date: 	13-Jun-2016
Third Updated Date:     14-Jun-2016
Clear"
li3939108,F1,Renewal,ShangHai,Computer Engineering,Clear,2016-05-26,2016-06-17,22,"2013 check case http://www.checkee.info/personal_detail.php?casenum=144868
case id AA005ZBPLM
updated 16-JUN-2016
issued  17-JUN-2016"
Neo,F1,New,HongKong,Computer Science,Clear,2016-05-26,2016-07-25,60,"Passport was returned on interview date
1st update: 21 July (email notice to submit passport, done same day)
2nd update: 22 July
Issue: 25 July"
Heyme ,F1,New,ShangHai,Polymer Chemistry,Clear,2016-05-26,2016-06-30,35,"5月26号面签，当天收到一张要求补充材料的单子，并告知被check。
5月30号在就近的中信银行递交了材料。
6月1日第一次update。
6月2日在一次update。
6月28日第三次update。
6月30日issue了，早上10:48查的。
希望我的消息能给大家带来帮助，祝大家早日被issue。"
